0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,
Número,DATA,Placar,TIME_MANDANTE,PLACAR_MANDANTE,GOLS_MANDANTE,GOLS_PENALTI_MANDANTE,PLACAR2,TIME_VISITANTE,PLACAR_VISITANTE,GOLS_VISITANTE,GOLS_PENALTI_VISITANTE,RODADA,PUBLICO,CAMPEONATO_ID,CAMPEONATO_DESCRICAO,ESTADIO,SEM_TORCIDA,Gols,OBS,OBS2,
334,02/07/1997,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1997_RS,Campeonato Gaúcho,Beira-Rio,,Fabiano (I),Inter campeão 1997,,
333,29/06/1997,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1997_RS,Campeonato Gaúcho,Olímpico,,"Wagner (G), Christian (I)",,,
332,23/03/1997,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1997_RS,Campeonato Gaúcho,Olímpico,,,,,
331,22/09/1996,Internacional 1 x 2 Grêmio,Internacional,1,1,, 1 x 2 ,Grêmio,2,2,,,,1996_BR,Campeonato Brasileiro,Beira-Rio,,"Paulo Nunes (G), Murilo (I), Dinho (G)",,,
330,17/03/1996,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,,1996_RS,Campeonato Gaúcho,Beira-Rio,,"Goiano (G), Fabinho (I)",,,
329,31/10/1995,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1995_BR,Campeonato Brasileiro,Beira-Rio,,Jardel (G),,,
328,13/08/1995,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1995_RS,Campeonato Gaúcho,Olímpico,,"Nildo (G), Zé Alcindo (I), Carlos Miguel (G)",Grêmio campeão 1995,,
327,06/08/1995,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,,1995_RS,Campeonato Gaúcho,Beira-Rio,,"Mazinho Loiola (I), Nildo (G)",,,
326,28/06/1995,Grêmio 2 x 0 Internacional,Grêmio,2,2,, 2 x 0 ,Internacional,0,0,,,,1995_RS,Campeonato Gaúcho,Olímpico,,"Paulo Nunes (G), Jardel (G)",,,
325,02/04/1995,Internacional 2 x 1 Grêmio,Internacional,2,2,, 2 x 1 ,Grêmio,1,1,,,,1995_RS,Campeonato Gaúcho,Beira-Rio,,"Nando (I), Leandro (I), Paulo Nunes (G)",,,
324,17/12/1994,Grêmio 1 x 4 Internacional,Grêmio,1,1,, 1 x 4 ,Internacional,4,4,,,,1994_RS,Campeonato Gaúcho,Olímpico,,"Leto (I), Ayupe (G), Leandro (I), Leto (I), Leandro (I)",Copa ZH 30 anos,,
323,16/10/1994,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,43890,1994_BR,Campeonato Brasileiro,Olímpico,,"Nando (I), Agnaldo (G)",,,
322,12/06/1994,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1994_RS,Campeonato Gaúcho,Beira-Rio,,Argel (I),,,
321,18/07/1993,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1993_RS,Campeonato Gaúcho,Olímpico,,,,,
320,27/06/1993,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1993_RS,Campeonato Gaúcho,Beira-Rio,,Gilson (G),,,
319,23/12/1992,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,1992_RS,Campeonato Gaúcho,Beira-Rio,,,Inter bicampeão 1992,,
318,20/12/1992,Grêmio 1 x 3 Internacional,Grêmio,1,1,, 1 x 3 ,Internacional,3,3,,,,1992_RS,Campeonato Gaúcho,Olímpico,,"Marquinhos (I), Alcindo (G), Nando (I), Nando (I)",,,
317,17/11/1992,Internacional 1 x 1 Grêmio,Internacional,1,1,3, 1 x 1 ,Grêmio,1,1,0,,76207,1992_CDB,Copa do Brasil,Beira-Rio,,"Gerson (I), Carlinhos (G)",Inter 3x0 – penaltis – Quartas de final Copa do Brasil,,
316,06/11/1992,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,55425,1992_CDB,Copa do Brasil,Olímpico,,"Alcindo (G), Gerson (I)",,,
315,13/09/1992,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,,1992_RS,Campeonato Gaúcho,Beira-Rio,,"Alcindo (G), Maurício (I)",,,
314,21/06/1992,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,AMISTOSO,Amistoso,Colosso da Lagoa – Erechim,,,,,
313,18/06/1992,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,AMISTOSO,Amistoso,,,Beira-Rio,,,
312,14/06/1992,Grêmio 2 x 0 Internacional,Grêmio,2,2,, 2 x 0 ,Internacional,0,0,,,,AMISTOSO,Amistoso,Olímpico,,"Jandir (G), Lira (G)",,,
311,15/12/1991,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,1991_RS,Campeonato Gaúcho,Beira-Rio,,,Inter campeão 1991,,
310,08/12/1991,Internacional 0 x 2 Grêmio,Internacional,0,0,, 0 x 2 ,Grêmio,2,2,,,,1991_RS,Campeonato Gaúcho,Beira-Rio,,"Assis (G), Lira (G)",,,
309,01/12/1991,Grêmio 0 x 1 Internacional,Grêmio,0,0,, 0 x 1 ,Internacional,1,1,,,,1991_RS,Campeonato Gaúcho,Olímpico,,Alex (I),,,
308,22/09/1991,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1991_RS,Campeonato Gaúcho,Olímpico,,"Caio (G), Caio (G), Marquinhos (I)",,,
307,16/02/1991,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,45276,1991_BR,Campeonato Brasileiro,Olímpico,,,,,
306,26/08/1990,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1990_BR,Campeonato Brasileiro,Beira-Rio,,Nilson (G),,,
305,29/07/1990,Grêmio 4 x 1 Internacional,Grêmio,4,4,, 4 x 1 ,Internacional,1,1,,,,1990_RS,Campeonato Gaúcho,Olímpico,,"Assis (G), Paulo Egidio (G), Cuca (G), Zaballa (I), Paulo Egidio (G)",Grêmio hexacampeão 1990,,
304,15/07/1990,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1990_RS,Campeonato Gaúcho,Beira-Rio,,Nilson (G),,,
303,03/06/1990,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1990_RS,Campeonato Gaúcho,Beira-Rio,,Edu (I),,,
302,22/03/1990,Grêmio 0 x 1 Internacional,Grêmio,0,0,, 0 x 1 ,Internacional,1,1,,,,1990_RS,Campeonato Gaúcho,Olímpico,,Nélson (I),,,
301,29/11/1989,Internacional 2 x 0 Grêmio,Internacional,2,2,, 2 x 0 ,Grêmio,0,0,,,,1989_BR,Campeonato Brasileiro,Beira-Rio,,"Nélson (I), Nélson (I)",,,
300,18/06/1989,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1989_RS,Campeonato Gaúcho,Olímpico,,,Grêmio 4x3 – pênaltis,,
299,28/05/1989,Internacional 1 x 3 Grêmio,Internacional,1,1,, 1 x 3 ,Grêmio,3,3,,,,1989_RS,Campeonato Gaúcho,Beira-Rio,,"Luis Fernando Flores (I), Kita (G), Paulo Egidio (G), Jandir (G)",,,
298,19/03/1989,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,,1989_RS,Campeonato Gaúcho,Beira-Rio,,"Jorginho (G), Maurício II (I)",,,
297,12/02/1989,Internacional 2 x 1 Grêmio,Internacional,2,2,, 2 x 1 ,Grêmio,1,1,,,,1989_BR,Campeonato Brasileiro,Beira-Rio,,"Marcus Vinicius (G), Nilson (I), Nilson (I)",Gre-Nal do século – Semifinal Campeonato Brasileiro 1988,,
296,09/02/1989,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1989_BR,Campeonato Brasileiro,Olímpico,,,,,
295,04/09/1988,Grêmio 1 x 0 Internacional,Grêmio,1,1,, 1 x 0 ,Internacional,0,0,,,,1988_BR,Campeonato Brasileiro,Olímpico,,Zé Roberto (G),,,
294,19/06/1988,Grêmio 3 x 3 Internacional,Grêmio,3,3,, 3 x 3 ,Internacional,3,3,,,,1988_RS,Campeonato Gaúcho,Olímpico,,"Lima (G), Amarildo (I), Lima (G), Heider (I), Zé Roberto (G), Luis Fernando Flores (I)",,,
293,22/05/1988,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,1988_RS,Campeonato Gaúcho,,,Beira-Rio,,,
292,28/04/1988,Grêmio 3 x 1 Internacional,Grêmio,3,3,, 3 x 1 ,Internacional,1,1,,,,1988_RS,Campeonato Gaúcho,Olímpico,,"Luis Fernando Flores (I), Lima (G), Lima (G), Valdo (G)",,,
291,12/03/1988,Grêmio 1 x 0 Internacional,Grêmio,1,1,, 1 x 0 ,Internacional,0,0,,,,1988_RS,Campeonato Gaúcho,Olímpico,,Luis Carlos Winck-contra (G),,,
290,12/10/1987,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1987_BR,Campeonato Brasileiro,Beira-Rio,,Jorge Veras (G),,,
289,19/07/1987,Grêmio 3 x 2 Internacional,Grêmio,3,3,, 3 x 2 ,Internacional,2,2,,,,1987_RS,Campeonato Gaúcho,Olímpico,,"Jorge Veras (G), Lima (G), Lima (G), Luis Carlos Winck (I), Paulinho (I)",Grêmio tricampeão 1987,,
288,28/06/1987,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,1987_RS,Campeonato Gaúcho,Beira-Rio,,,,,
287,16/06/1987,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1987_RS,Campeonato Gaúcho,Olímpico,,,Inter 3x2 – penaltis,,
286,14/06/1987,Grêmio 3 x 0 Internacional,Grêmio,3,3,, 3 x 0 ,Internacional,0,0,,,,1987_RS,Campeonato Gaúcho,Olímpico,,"Alfinete (G), Lima (G), Cristovão (G)",,,
285,31/05/1987,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,,1987_RS,Campeonato Gaúcho,Beira-Rio,,"Caio Jr (G), Amarildo (I)",,,
284,10/05/1987,Grêmio 0 x 1 Internacional,Grêmio,0,0,, 0 x 1 ,Internacional,1,1,,,,1987_RS,Campeonato Gaúcho,Olímpico,,Balalo (I),,,
283,05/04/1987,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1987_RS,Campeonato Gaúcho,Beira-Rio,,Caio Jr (G),,,
282,29/03/1987,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1987_RS,Campeonato Gaúcho,Olímpico,,"Jorge Veras (G), Jorge Veras (G), Amarildo (I)",,,
281,18/03/1987,Internacional 2 x 2 Grêmio,Internacional,2,2,, 2 x 2 ,Grêmio,2,2,,,,1987_RS,Campeonato Gaúcho,Beira-Rio,,"Luis Fernando (I), Sabará (I), Caio Jr. (G), China (G)",,,
280,20/07/1986,Grêmio 1 x 0 Internacional,Grêmio,1,1,, 1 x 0 ,Internacional,0,0,,,,1986_RS,Campeonato Gaúcho,Olímpico,,Osvaldo (G),Grêmio bicampeão 1986,,
279,09/07/1986,Internacional 2 x 2 Grêmio,Internacional,2,2,, 2 x 2 ,Grêmio,2,2,,,,1986_RS,Campeonato Gaúcho,Beira-Rio,,"China-contra (I), Valdo (G), Marcelo Vita (I), Mauro Galvão-contra (G)",,,
278,11/05/1986,Grêmio 1 x 3 Internacional,Grêmio,1,1,, 1 x 3 ,Internacional,3,3,,,,1986_RS,Campeonato Gaúcho,Olímpico,,"Renato (G), Balalo (I), Airton (I), Marcelo Vita (I)",,,
277,23/03/1986,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1986_RS,Campeonato Gaúcho,Beira-Rio,,China (G),,,
276,08/12/1985,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1985_RS,Campeonato Gaúcho,Olímpico,,"Bonamigo (G), Caio Jr (G), Tita (I)",Grêmio campeão 1985,,
275,20/10/1985,Internacional 2 x 0 Grêmio,Internacional,2,2,, 2 x 0 ,Grêmio,0,0,,,,1985_RS,Campeonato Gaúcho,Beira-Rio,,"Paulo Santos (I), Henrique-contra (I)",,,
274,24/03/1985,Internacional 0 x 1 Grêmio,Internacional,0,0,, 0 x 1 ,Grêmio,1,1,,,,1985_BR,Campeonato Brasileiro,Beira-Rio,,Luis Fernando (G),,,
273,10/02/1985,Grêmio 2 x 0 Internacional,Grêmio,2,2,, 2 x 0 ,Internacional,0,0,,,,1985_BR,Campeonato Brasileiro,Olímpico,,"Ademir (G), Renato (G)",,,
272,13/12/1984,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1984_RS,Campeonato Gaúcho,Olímpico,,"Valdo (G), Kita (I)",,,
271,25/11/1984,Internacional 2 x 0 Grêmio,Internacional,2,2,, 2 x 0 ,Grêmio,0,0,,,,1984_RS,Campeonato Gaúcho,Beira-Rio,,"Mauro Galvão (I), Kita (I)",,,
270,08/11/1984,Internacional 2 x 1 Grêmio,Internacional,2,2,, 2 x 1 ,Grêmio,1,1,,,,1984_RS,Campeonato Gaúcho,Beira-Rio,,"Rubem Paz (I), Rubem Paz (I), Carlos Alberto Garcia (G)",,,
269,23/09/1984,Grêmio 0 x 2 Internacional,Grêmio,0,0,, 0 x 2 ,Internacional,2,2,,,,1984_RS,Campeonato Gaúcho,Olímpico,,"Jussiê (I), Rubem Paz (I)",,,
268,26/01/1984,Grêmio 4 x 2 Internacional,Grêmio,4,4,, 4 x 2 ,Internacional,2,2,,,,AMISTOSO,Amistoso,Olímpico,,"Renato (G), Osvaldo (G), Caio (G), Paulo Cesar (G), Bonamigo-contra (I), Rubem Paz (I)",,,
267,27/11/1983,Internacional 2 x 2 Grêmio,Internacional,2,2,, 2 x 2 ,Grêmio,2,2,,,,1983_RS,Campeonato Gaúcho,Beira-Rio,,"Gerson (I), Milton Cruz (I), Raul (G), Raul (G)",,,
266,02/11/1983,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1983_RS,Campeonato Gaúcho,Olímpico,,,,,
265,02/10/1983,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,,1983_RS,Campeonato Gaúcho,Beira-Rio,,"Mauro Galvão (I), Osvaldo (G)",,,
264,30/07/1983,Grêmio 0 x 1 Internacional,Grêmio,0,0,, 0 x 1 ,Internacional,1,1,,,,1983_RS,Campeonato Gaúcho,Olímpico,,Gerson (I),,,
263,28/11/1982,Grêmio 0 x 2 Internacional,Grêmio,0,0,, 0 x 2 ,Internacional,2,2,,,,1982_RS,Campeonato Gaúcho,Olímpico,,"Geraldão (I), Geraldão (I)",Inter bicampeão 1982,,
262,07/11/1982,Internacional 3 x 1 Grêmio,Internacional,3,3,, 3 x 1 ,Grêmio,1,1,,,,1982_RS,Campeonato Gaúcho,Beira-Rio,,"Geraldão (I), Geraldão (I), Geraldão (I), Leandro (G)",,,
261,10/10/1982,Grêmio 2 x 2 Internacional,Grêmio,2,2,, 2 x 2 ,Internacional,2,2,,,,1982_RS,Campeonato Gaúcho,Olímpico,,"Mauro Pastor (I), Edmar (G), China (G), Cléo (I)",,,
260,03/08/1982,Internacional 0 x 2 Grêmio,Internacional,0,0,, 0 x 2 ,Grêmio,2,2,,,,1982_RS,Campeonato Gaúcho,Beira-Rio,,"Edmar (G), Tarciso (G)",,,
259,29/11/1981,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1981_RS,Campeonato Gaúcho,Olímpico,,"Silvinho (I), Baltazar (G)",Inter campeão 1981,,
258,04/11/1981,Internacional 2 x 1 Grêmio,Internacional,2,2,, 2 x 1 ,Grêmio,1,1,,,,1981_RS,Campeonato Gaúcho,Beira-Rio,,"Geraldão (G), Bira (I), Cléo (I)",,,
257,07/10/1981,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,1981_RS,Campeonato Gaúcho,Beira-Rio,,,,,
256,26/07/1981,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1981_RS,Campeonato Gaúcho,Olímpico,,,,,
255,23/11/1980,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,1980_RS,Campeonato Gaúcho,Beira-Rio,,,Grêmio bicampeão 1980,,
254,05/11/1980,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1980_RS,Campeonato Gaúcho,Olímpico,,,,,
253,19/10/1980,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1980_RS,Campeonato Gaúcho,Beira-Rio,,Jair (I),,,
252,24/08/1980,Grêmio 2 x 2 Internacional,Grêmio,2,2,, 2 x 2 ,Internacional,2,2,,,,1980_RS,Campeonato Gaúcho,Olímpico,,"Baltazar (G), Pompéia (I), Tarciso (G), Pompéia (I)",,,
251,06/10/1979,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1979_BR,Campeonato Brasileiro,Beira-Rio,,Jair (I),,,
250,20/09/1979,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1979_RS,Campeonato Gaúcho,Olímpico,,"Leandro (G), Jair (I)",,,
249,26/08/1979,Internacional 1 x 2 Grêmio,Internacional,1,1,, 1 x 2 ,Grêmio,2,2,,,,1979_RS,Campeonato Gaúcho,Beira-Rio,,"Jurandir (G), Baltazar (G), Chico Spina (I)",,,
248,22/07/1979,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1979_RS,Campeonato Gaúcho,Olímpico,,"Borracha (I), Éder (G)",,,
247,13/05/1979,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,1979_RS,Campeonato Gaúcho,Beira-Rio,,,,,
246,17/12/1978,Grêmio 1 x 2 Internacional,Grêmio,1,1,, 1 x 2 ,Internacional,2,2,,,,1978_RS,Campeonato Gaúcho,Olímpico,,"Valdomiro (I), Tarciso (G), Valdomiro (I)",Inter campeão 1978,,
245,13/12/1978,Internacional 2 x 2 Grêmio,Internacional,2,2,, 2 x 2 ,Grêmio,2,2,,,,1978_RS,Campeonato Gaúcho,Beira-Rio,,"Adilson (I), Adilson (I), Iúra (G), Éder (G)",,,
244,26/11/1978,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1978_RS,Campeonato Gaúcho,Olímpico,,,,,
243,08/11/1978,Internacional 2 x 1 Grêmio,Internacional,2,2,, 2 x 1 ,Grêmio,1,1,,,,1978_RS,Campeonato Gaúcho,Beira-Rio,,"Jair (I), Éder (G), Valdomiro (I)",,,
242,05/11/1978,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1978_RS,Campeonato Gaúcho,Olímpico,,"Caçapava (I), André (G)",,,
241,15/09/1978,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1978_RS,Campeonato Gaúcho,Beira-Rio,,Tonho (I),,,
240,10/09/1978,Grêmio 2 x 2 Internacional,Grêmio,2,2,, 2 x 2 ,Internacional,2,2,,,,1978_RS,Campeonato Gaúcho,Olímpico,,"Valdomiro (I), Éder (G), Falcão (I), Renato Sá (G)",,,
239,07/09/1978,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1978_RS,Campeonato Gaúcho,Beira-Rio,,Anchieta (I),,,
238,20/08/1978,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1978_RS,Campeonato Gaúcho,Olímpico,,"Anchieta (I), André (G), Éder (G)",,,
237,23/04/1978,Internacional 2 x 3 Grêmio,Internacional,2,2,, 2 x 3 ,Grêmio,3,3,,,,1978_BR,Campeonato Brasileiro,Beira-Rio,,"Lúcio (I), André (G), Falcão (I), Ladinho (G), Éder (G)",,,
236,06/11/1977,Internacional 0 x 4 Grêmio,Internacional,0,0,, 0 x 4 ,Grêmio,4,4,,,,1977_BR,Campeonato Brasileiro,Beira-Rio,,"Iura (G), Tadeu Ricchi (G), Iura (G), Tarciso (G)",,,
235,25/09/1977,Grêmio 1 x 0 Internacional,Grêmio,1,1,, 1 x 0 ,Internacional,0,0,,,,1977_RS,Campeonato Gaúcho,Olímpico,,André (G),Gremio campeão 1977,,
234,18/09/1977,Internacional 0 x 2 Grêmio,Internacional,0,0,, 0 x 2 ,Grêmio,2,2,,,,1977_RS,Campeonato Gaúcho,Beira-Rio,,"Tadeu Ricchi (G), Tarciso (G)",,,
233,14/08/1977,Grêmio 2 x 1 Internacional,Grêmio,2,2,, 2 x 1 ,Internacional,1,1,,,,1977_RS,Campeonato Gaúcho,Olímpico,,"Iúra (G), Tarciso (G), Hermínio (I)",O gol mais rápido – Iúra aos 14 segundos,,
232,03/06/1977,Internacional 0 x 0 Grêmio,Internacional,0,0,, 0 x 0 ,Grêmio,0,0,,,,1977_RS,Campeonato Gaúcho,Beira-Rio,,,,,
231,29/05/1977,Grêmio 0 x 1 Internacional,Grêmio,0,0,, 0 x 1 ,Internacional,1,1,,,,1977_RS,Campeonato Gaúcho,Olímpico,,Dario (I),,,
230,08/05/1977,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1977_RS,Campeonato Gaúcho,Beira-Rio,,Santos (I),,,
229,17/04/1977,Grêmio 3 x 0 Internacional,Grêmio,3,3,, 3 x 0 ,Internacional,0,0,,,,1977_RS,Campeonato Gaúcho,Olímpico,,"Tadeu Ricci (G), Tadeu Ricci (G), Alcindo (G)",Volta de Alcindo,,
228,07/09/1976,Internacional 3 x 1 Grêmio,Internacional,3,3,, 3 x 1 ,Grêmio,1,1,,,,1976_BR,Campeonato Brasileiro,Beira-Rio,,"Alexandre Bueno (G), Lula (I), Jair (I), Lula (I)",,,
227,22/08/1976,Internacional 2 x 0 Grêmio,Internacional,2,2,, 2 x 0 ,Grêmio,0,0,,,,1976_RS,Campeonato Gaúcho,Beira-Rio,,"Lula (I), Dario (I)",Inter octacampeão 1976,,
226,18/08/1976,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1976_RS,Campeonato Gaúcho,Olímpico,,"Tarciso (G), Escurinho (I)",,,
225,09/08/1976,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1976_RS,Campeonato Gaúcho,Beira-Rio,,Beto Fuscão-contra (I),,,
224,28/07/1976,Grêmio 2 x 0 Internacional,Grêmio,2,2,, 2 x 0 ,Internacional,0,0,,,,1976_RS,Campeonato Gaúcho,Olímpico,,"Alexandre Bueno (G),Ancheta (G)",,,
223,25/07/1976,Internacional 2 x 0 Grêmio,Internacional,2,2,, 2 x 0 ,Grêmio,0,0,,,,1976_RS,Campeonato Gaúcho,Beira-Rio,,"Figueroa (I), Carpegiani (I)",73.219 pagantes,,
222,23/11/1975,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1975_BR,Campeonato Brasileiro,Beira-Rio,,Beto Fuscão-contra (I),,,
221,07/09/1975,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,40776,1975_BR,Campeonato Brasileiro,Beira-Rio,,"Lula (I), Zequinha (G)",,,
220,10/08/1975,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1975_RS,Campeonato Gaúcho,Beira-Rio,,Flávio (I),Inter heptacampeão 1975 – gol de Flávio na prorrogação,,
219,06/08/1975,Grêmio 1 x 1 Internacional,Grêmio,1,1,, 1 x 1 ,Internacional,1,1,,,,1975_RS,Campeonato Gaúcho,Olímpico,,"Nenê (G), Figueroa (I)",,,
218,23/07/1975,Internacional 1 x 3 Grêmio,Internacional,1,1,, 1 x 3 ,Grêmio,3,3,,,,1975_RS,Campeonato Gaúcho,Beira-Rio,,"Zequinha (G), Zequinha (G), Falcão (I), Vacaria-contra (G)",,,
217,13/07/1975,Grêmio 1 x 2 Internacional,Grêmio,1,1,, 1 x 2 ,Internacional,2,2,,,,1975_RS,Campeonato Gaúcho,Olímpico,,"Flávio (I), Carpegiani (I), Falcão-contra (G)",17 Gre-Nais invictos – Volta de Flavio,,
216,01/05/1975,Internacional 2 x 0 Grêmio,Internacional,2,2,, 2 x 0 ,Grêmio,0,0,,,,AMISTOSO,Amistoso,Beira-Rio,,"Escurinho (I), Escurinho (I)",,,
215,01/12/1974,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1974_RS,Campeonato Gaúcho,Beira-Rio,,Valdomiro (I),Inter hexacampeão 1974,,
214,29/09/1974,Grêmio 0 x 1 Internacional,Grêmio,0,0,, 0 x 1 ,Internacional,1,1,,,,1974_RS,Campeonato Gaúcho,Olímpico,,Escurinho (I),,,
213,24/03/1974,Internacional 2 x 1 Grêmio,Internacional,2,2,, 2 x 1 ,Grêmio,1,1,,,,1974_BR,Campeonato Brasileiro,Beira-Rio,,"Bolivar (G), Claudiomiro (I), Valdomiro (I)",Estréia de Lula,,
212,11/11/1973,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,85242,1973_BR,Campeonato Brasileiro,Beira-Rio,,"Valdomiro (I), Mazinho (G)",,,
211,05/08/1973,Grêmio 0 x 0 Internacional,Grêmio,0,0,, 0 x 0 ,Internacional,0,0,,,,1973_RS,Campeonato Gaúcho,Olímpico,,,,,
210,20/05/1973,Internacional 1 x 1 Grêmio,Internacional,1,1,, 1 x 1 ,Grêmio,1,1,,,,1973_RS,Campeonato Gaúcho,Beira-Rio,,"Oberti (G), Djair (I)",,,
209,20/09/1972,Internacional 1 x 0 Grêmio,Internacional,1,1,, 1 x 0 ,Grêmio,0,0,,,,1972_BR,Campeonato Brasileiro,Beira-Rio,,Figueroa (I),,,
208,30/08/1972,Internacional 2 x 0 Grêmio,Internacional,2,2,, 2 x 0 ,Grêmio,0,0,,,,1972_CIT,Citadino Porto Alegre,Beira-Rio,,"Escurinho (I), Volmir (I)",,,
207,20/08/1972,Grêmio 0 x 1 Internacional,Grêmio,0,0,, 0 x 1 ,Internacional,1,1,,,,1972_CIT,Citadino Porto Alegre,Olímpico,,Arlen (I),,,
